aqi,aqiLevel,bWendu,city,date,yWendu,fengli_encode,tianqi_1_encode,tianqi_2_encode
69,2,33,天津,2017-05-24,20,0,0,0
70,2,27,天津,2017-05-25,17,2,3,0
60,2,31,天津,2017-05-26,19,2,0,0
90,2,34,天津,2017-05-27,24,0,0,3
101,3,32,天津,2017-05-28,21,0,4,4
86,2,26,天津,2017-05-29,19,3,4,6
80,2,25,天津,2017-05-30,19,2,5,4
100,2,33,天津,2017-05-31,19,0,4,4
70,2,29,天津,2017-06-01,19,2,0,3
53,2,26,天津,2017-06-02,17,3,6,3
55,2,28,天津,2017-06-03,18,0,0,0
68,2,32,天津,2017-06-04,20,0,3,3
81,2,30,天津,2017-06-05,16,0,4,5
58,2,20,天津,2017-06-06,16,2,5,3
73,2,30,天津,2017-06-07,20,0,0,0
85,2,34,天津,2017-06-08,23,2,4,4
82,2,37,天津,2017-06-09,25,2,3,4
56,2,27,天津,2017-06-10,20,3,3,3
62,2,30,天津,2017-06-11,18,2,4,8
63,2,24,天津,2017-06-12,17,3,14,3
66,2,28,天津,2017-06-13,20,0,3,0
92,2,35,天津,2017-06-14,24,2,0,0
95,2,37,天津,2017-06-15,26,2,0,0
98,2,37,天津,2017-06-16,24,2,3,4
88,2,35,天津,2017-06-17,25,0,4,4
86,2,34,天津,2017-06-18,23,3,4,7
95,2,31,天津,2017-06-19,22,0,7,7
68,2,32,天津,2017-06-20,21,0,3,3
67,2,31,天津,2017-06-21,21,2,4,7
67,2,27,天津,2017-06-22,21,0,14,17
51,2,27,天津,2017-06-23,21,2,6,8
61,2,28,天津,2017-06-24,21,2,6,3
86,2,30,天津,2017-06-25,22,0,4,4
84,2,33,天津,2017-06-26,24,0,0,0
103,3,35,天津,2017-06-27,25,0,4,4
105,3,35,天津,2017-06-28,26,2,3,3
105,3,35,天津,2017-06-29,27,0,5,4
98,2,36,天津,2017-06-30,26,0,3,0
115,3,36,天津,2017-07-01,27,0,4,4
66,2,35,天津,2017-07-02,25,0,3,3
62,2,34,天津,2017-07-03,25,0,0,4
64,2,30,天津,2017-07-04,24,0,7,14
72,2,32,天津,2017-07-05,25,0,7,7
99,2,29,天津,2017-07-06,23,0,17,14
77,2,34,天津,2017-07-07,25,0,3,0
94,2,36,天津,2017-07-08,28,2,3,0
85,2,35,天津,2017-07-09,26,0,7,3
72,2,37,天津,2017-07-10,24,0,0,0
96,2,37,天津,2017-07-11,28,2,3,3
80,2,38,天津,2017-07-12,28,2,0,0
73,2,37,天津,2017-07-13,28,2,7,7
93,2,35,天津,2017-07-14,25,2,7,7
79,2,32,天津,2017-07-15,25,0,4,3
72,2,34,天津,2017-07-16,27,2,3,3
52,2,33,天津,2017-07-17,27,0,7,7
98,2,34,天津,2017-07-18,26,0,4,7
65,2,34,天津,2017-07-19,27,0,3,3
89,2,36,天津,2017-07-20,25,0,4,17
50,1,30,天津,2017-07-21,24,2,14,5
51,2,29,天津,2017-07-22,24,0,4,4
71,2,30,天津,2017-07-23,26,0,7,14
113,3,30,天津,2017-07-24,25,0,4,3
82,2,31,天津,2017-07-25,26,2,6,4
59,2,29,天津,2017-07-26,22,0,14,14
94,2,29,天津,2017-07-27,23,0,3,3
104,3,29,天津,2017-07-28,22,0,4,4
66,2,31,天津,2017-07-29,23,0,4,3
74,2,32,天津,2017-07-30,24,0,0,0
79,2,32,天津,2017-07-31,25,0,0,3
59,2,31,天津,2017-08-01,26,0,3,5
47,1,31,天津,2017-08-02,23,2,14,18
44,1,33,天津,2017-08-03,26,0,3,0
81,2,36,天津,2017-08-04,28,0,0,3
65,2,35,天津,2017-08-05,26,0,4,7
75,2,34,天津,2017-08-06,26,0,0,0
69,2,35,天津,2017-08-07,27,0,3,3
79,2,34,天津,2017-08-08,25,0,4,7
57,2,29,天津,2017-08-09,23,0,7,7
83,2,34,天津,2017-08-10,26,0,0,0
113,3,34,天津,2017-08-11,23,0,7,7
80,2,32,天津,2017-08-12,23,0,7,7
74,2,30,天津,2017-08-13,22,2,4,5
44,1,30,天津,2017-08-14,22,0,4,3
61,2,32,天津,2017-08-15,24,0,3,7
65,2,30,天津,2017-08-16,22,0,14,14
66,2,29,天津,2017-08-17,23,0,3,3
65,2,31,天津,2017-08-18,23,2,6,6
53,2,29,天津,2017-08-19,23,3,6,4
72,2,31,天津,2017-08-20,23,0,3,3
67,2,32,天津,2017-08-21,25,0,4,4
91,2,30,天津,2017-08-22,24,0,7,14
88,2,30,天津,2017-08-23,24,0,5,3
67,2,32,天津,2017-08-24,23,0,0,0
57,2,32,天津,2017-08-25,22,0,0,0
65,2,30,天津,2017-08-26,22,0,3,3
40,1,25,天津,2017-08-27,19,0,5,14
53,2,26,天津,2017-08-28,18,2,4,0
52,2,27,天津,2017-08-29,19,0,3,0
44,1,29,天津,2017-08-30,20,2,0,3
62,2,30,天津,2017-08-31,20,0,3,3
82,2,29,天津,2017-09-01,20,0,3,4
69,2,28,天津,2017-09-02,20,0,3,3
87,2,29,天津,2017-09-03,21,0,4,4
80,2,30,天津,2017-09-04,21,0,4,4
84,2,29,天津,2017-09-05,20,0,4,3
91,2,31,天津,2017-09-06,21,0,3,0
100,2,33,天津,2017-09-07,22,0,0,3
104,3,31,天津,2017-09-08,22,0,3,3
100,2,31,天津,2017-09-09,21,0,3,4
76,2,28,天津,2017-09-10,20,0,6,0
66,2,28,天津,2017-09-11,18,2,0,0
73,2,30,天津,2017-09-12,20,0,0,0
81,2,31,天津,2017-09-13,23,0,0,3
83,2,31,天津,2017-09-14,22,0,3,3
96,2,30,天津,2017-09-15,22,0,3,3
141,3,29,天津,2017-09-16,20,0,5,3
76,2,29,天津,2017-09-17,20,0,0,0
83,2,31,天津,2017-09-18,20,0,3,3
63,2,29,天津,2017-09-19,18,2,0,0
66,2,29,天津,2017-09-20,19,0,0,0
80,2,31,天津,2017-09-21,21,2,4,7
72,2,27,天津,2017-09-22,17,2,0,0
105,3,30,天津,2017-09-23,21,0,0,3
118,3,30,天津,2017-09-24,21,0,4,4
113,3,30,天津,2017-09-25,21,0,3,4
66,2,26,天津,2017-09-26,17,3,5,5
44,1,24,天津,2017-09-27,14,0,3,3
44,1,22,天津,2017-09-28,14,0,0,4
85,2,26,天津,2017-09-29,16,0,0,0
99,2,28,天津,2017-09-30,21,2,3,4
105,3,25,天津,2017-10-01,17,3,4,4
55,2,21,天津,2017-10-02,12,2,4,4
50,1,22,天津,2017-10-03,12,0,3,3
65,2,22,天津,2017-10-04,13,0,3,0
62,2,22,天津,2017-10-05,14,2,3,3
76,2,25,天津,2017-10-06,15,0,0,3
114,3,21,天津,2017-10-07,15,0,5,5
113,3,19,天津,2017-10-08,14,0,5,8
59,2,15,天津,2017-10-09,10,3,17,14
29,1,13,天津,2017-10-10,7,2,5,4
42,1,15,天津,2017-10-11,8,0,0,3
65,2,17,天津,2017-10-12,10,0,3,3
104,3,19,天津,2017-10-13,11,0,0,3
78,2,16,天津,2017-10-14,10,0,5,5
108,3,18,天津,2017-10-15,11,0,4,3
83,2,19,天津,2017-10-16,11,2,3,3
60,2,17,天津,2017-10-17,10,0,4,5
78,2,16,天津,2017-10-18,10,0,5,4
106,3,19,天津,2017-10-19,12,0,3,0
115,3,21,天津,2017-10-20,13,0,0,0
107,3,19,天津,2017-10-21,10,0,4,5
54,2,15,天津,2017-10-22,8,0,3,3
56,2,17,天津,2017-10-23,7,0,0,0
69,2,18,天津,2017-10-24,9,0,0,3
103,3,16,天津,2017-10-25,11,0,4,4
168,4,19,天津,2017-10-26,9,0,4,0
211,5,21,天津,2017-10-27,12,0,1,0
114,3,18,天津,2017-10-28,7,4,3,3
35,1,15,天津,2017-10-29,5,2,0,0
60,2,15,天津,2017-10-30,5,0,0,0
94,2,18,天津,2017-10-31,7,0,3,3
107,3,17,天津,2017-11-01,8,0,0,3
157,4,17,天津,2017-11-02,6,2,4,4
52,2,12,天津,2017-11-03,4,2,3,0
69,2,15,天津,2017-11-04,5,2,0,0
76,2,18,天津,2017-11-05,9,2,0,3
101,3,18,天津,2017-11-06,9,0,2,4
133,3,18,天津,2017-11-07,6,3,3,0
49,1,15,天津,2017-11-08,7,0,3,4
82,2,14,天津,2017-11-09,5,2,4,4
70,2,13,天津,2017-11-10,0,4,0,0
46,1,11,天津,2017-11-11,3,0,0,0
98,2,14,天津,2017-11-12,4,0,3,3
107,3,12,天津,2017-11-13,3,3,0,0
39,1,9,天津,2017-11-14,0,2,0,0
51,2,9,天津,2017-11-15,2,0,0,0
63,2,10,天津,2017-11-16,2,0,3,4
73,2,7,天津,2017-11-17,-4,4,0,0
44,1,4,天津,2017-11-18,-4,2,0,0
109,3,7,天津,2017-11-19,-2,0,3,3
171,4,10,天津,2017-11-20,0,0,0,0
166,4,11,天津,2017-11-21,0,0,2,0
60,2,6,天津,2017-11-22,-2,2,0,0
46,1,7,天津,2017-11-23,-2,2,3,3
45,1,7,天津,2017-11-24,-1,2,3,3
79,2,9,天津,2017-11-25,1,0,4,4
49,1,4,天津,2017-11-26,-3,3,0,0
76,2,9,天津,2017-11-27,0,2,3,3
106,3,7,天津,2017-11-28,-2,3,0,0
47,1,3,天津,2017-11-29,-3,0,3,3
53,2,4,天津,2017-11-30,-3,0,0,0
91,2,5,天津,2017-12-01,-2,0,0,0
189,4,8,天津,2017-12-02,-1,0,2,2
163,4,4,天津,2017-12-03,-3,2,3,3
35,1,2,天津,2017-12-04,-4,2,0,0
84,2,6,天津,2017-12-05,-2,2,0,0
85,2,7,天津,2017-12-06,-3,0,0,0
54,2,4,天津,2017-12-07,-4,3,0,0
55,2,6,天津,2017-12-08,-2,2,0,0
119,3,7,天津,2017-12-09,-1,0,3,3
76,2,6,天津,2017-12-10,-4,4,0,0
39,1,2,天津,2017-12-11,-6,2,0,3
42,1,-1,天津,2017-12-12,-6,2,3,0
69,2,1,天津,2017-12-13,-4,0,3,4
79,2,1,天津,2017-12-14,-4,0,10,4
90,2,3,天津,2017-12-15,-4,2,3,0
55,2,0,天津,2017-12-16,-6,4,0,0
69,2,5,天津,2017-12-17,-4,2,0,0
69,2,6,天津,2017-12-18,-4,3,0,0
50,1,5,天津,2017-12-19,-3,2,3,3
73,2,5,天津,2017-12-20,-3,3,0,0
88,2,7,天津,2017-12-21,-1,0,0,0
116,3,8,天津,2017-12-22,-1,0,0,3
95,2,6,天津,2017-12-23,-2,0,3,3
82,2,4,天津,2017-12-24,-4,3,3,0
47,1,6,天津,2017-12-25,-3,2,0,3
55,2,3,天津,2017-12-26,-4,2,3,0
82,2,4,天津,2017-12-27,-3,0,0,0
157,4,5,天津,2017-12-28,-2,0,0,0
204,5,3,天津,2017-12-29,-1,0,2,4
215,5,5,天津,2017-12-30,-4,3,4,0
191,4,3,天津,2017-12-31,-5,0,0,0
82,2,4,天津,2018-01-01,-4,0,0,0
59,2,2,天津,2018-01-02,-4,2,3,3
40,1,1,天津,2018-01-03,-3,2,3,3
49,1,0,天津,2018-01-04,-3,0,4,4
91,2,3,天津,2018-01-05,-4,0,0,0
99,2,4,天津,2018-01-06,-4,0,3,4
135,3,2,天津,2018-01-07,-4,0,4,3
66,2,0,天津,2018-01-08,-6,4,0,0
58,2,0,天津,2018-01-09,-7,4,0,0
36,1,-2,天津,2018-01-10,-9,3,0,0
34,1,-3,天津,2018-01-11,-9,3,0,0
81,2,1,天津,2018-01-12,-6,0,0,0
122,3,5,天津,2018-01-13,-3,0,0,2
131,3,5,天津,2018-01-14,-4,0,2,2
99,2,3,天津,2018-01-15,-3,0,3,3
75,2,5,天津,2018-01-16,-3,2,3,4
99,2,6,天津,2018-01-17,-4,2,4,0
94,2,7,天津,2018-01-18,-4,0,0,0
160,4,7,天津,2018-01-19,-4,0,0,0
123,3,4,天津,2018-01-20,-4,2,3,3
53,2,1,天津,2018-01-21,-3,2,4,10
60,2,-4,天津,2018-01-22,-10,2,10,3
43,1,-5,天津,2018-01-23,-12,2,0,0
61,2,-4,天津,2018-01-24,-11,0,0,0
63,2,-6,天津,2018-01-25,-11,3,0,3
74,2,-3,天津,2018-01-26,-8,0,0,4
86,2,-4,天津,2018-01-27,-7,0,4,4
67,2,-3,天津,2018-01-28,-9,3,0,0
70,2,-1,天津,2018-01-29,-8,2,0,3
78,2,2,天津,2018-01-30,-6,0,0,0
63,2,4,天津,2018-01-31,-6,0,0,3
84,2,4,天津,2018-02-01,-6,0,3,3
49,1,-1,天津,2018-02-02,-8,4,0,0
38,1,0,天津,2018-02-03,-8,0,0,0
43,1,2,天津,2018-02-04,-6,0,0,0
46,1,0,天津,2018-02-05,-8,3,0,0
52,2,2,天津,2018-02-06,-6,0,0,3
74,2,2,天津,2018-02-07,-7,3,4,0
82,2,3,天津,2018-02-08,-5,0,0,3
104,3,5,天津,2018-02-09,-6,3,3,3
49,1,1,天津,2018-02-10,-7,3,0,0
61,2,-1,天津,2018-02-11,-6,4,0,0
63,2,4,天津,2018-02-12,-4,2,0,0
79,2,9,天津,2018-02-13,-2,0,0,3
73,2,5,天津,2018-02-14,-4,3,0,0
84,2,7,天津,2018-02-15,-3,0,0,0
148,3,8,天津,2018-02-16,-2,2,0,3
83,2,6,天津,2018-02-17,-1,0,3,4
118,3,6,天津,2018-02-18,-2,0,4,0
137,3,5,天津,2018-02-19,-1,0,4,4
122,3,6,天津,2018-02-20,-2,2,4,0
115,3,9,天津,2018-02-21,-1,0,3,3
117,3,10,天津,2018-02-22,0,0,3,0
127,3,11,天津,2018-02-23,-1,0,4,4
44,1,4,天津,2018-02-24,-3,3,4,3
53,2,7,天津,2018-02-25,0,0,0,3
155,4,13,天津,2018-02-26,1,0,3,3
152,4,6,天津,2018-02-27,-1,3,4,5
134,3,8,天津,2018-02-28,-2,0,4,0
58,2,8,天津,2018-03-01,-1,0,3,4
81,2,13,天津,2018-03-02,4,2,3,3
143,3,15,天津,2018-03-03,3,0,4,4
127,3,8,天津,2018-03-04,-1,4,4,4
63,2,6,天津,2018-03-05,-2,2,0,3
52,2,5,天津,2018-03-06,0,2,4,4
61,2,6,天津,2018-03-07,0,0,4,4
70,2,5,天津,2018-03-08,-2,2,0,0
79,2,10,天津,2018-03-09,1,2,0,0
108,3,9,天津,2018-03-10,-1,2,0,0
84,2,12,天津,2018-03-11,2,0,0,0
147,3,16,天津,2018-03-12,4,0,0,0
275,5,19,天津,2018-03-13,6,0,3,3
157,4,21,天津,2018-03-14,8,0,2,5
106,3,10,天津,2018-03-15,0,3,4,0
53,2,8,天津,2018-03-16,1,0,0,3
58,2,6,天津,2018-03-17,1,0,5,4
107,3,10,天津,2018-03-18,1,0,3,0
120,3,8,天津,2018-03-19,1,2,3,3
53,2,8,天津,2018-03-20,1,2,3,3
66,2,13,天津,2018-03-21,3,0,3,4
97,2,16,天津,2018-03-22,4,0,4,3
175,4,20,天津,2018-03-23,7,0,3,3
189,4,20,天津,2018-03-24,7,0,0,0
118,3,25,天津,2018-03-25,12,0,2,2
125,3,26,天津,2018-03-26,13,2,3,3
117,3,28,天津,2018-03-27,16,2,0,3
202,5,20,天津,2018-03-28,9,3,3,3
84,2,18,天津,2018-03-29,8,3,0,0
69,2,20,天津,2018-03-30,10,0,0,3
133,3,23,天津,2018-03-31,12,0,3,0
190,4,26,天津,2018-04-01,14,0,3,3
158,4,30,天津,2018-04-02,12,2,3,3
105,3,13,天津,2018-04-03,5,3,4,4
52,2,9,天津,2018-04-04,5,2,11,10
66,2,12,天津,2018-04-05,4,0,4,0
79,2,10,天津,2018-04-06,2,4,3,0
47,1,12,天津,2018-04-07,4,3,0,0
60,2,19,天津,2018-04-08,6,0,0,0
94,2,23,天津,2018-04-09,12,2,3,3
110,3,25,天津,2018-04-10,10,4,20,0
56,2,24,天津,2018-04-11,11,0,0,0
81,2,17,天津,2018-04-12,9,3,4,5
60,2,14,天津,2018-04-13,5,2,5,4
73,2,17,天津,2018-04-14,6,4,0,0
110,3,21,天津,2018-04-15,10,0,0,0
103,3,25,天津,2018-04-16,12,2,0,0
122,3,27,天津,2018-04-17,15,2,3,0
119,3,29,天津,2018-04-18,17,2,0,0
108,3,25,天津,2018-04-19,13,2,3,0
121,3,28,天津,2018-04-20,16,2,3,5
91,2,20,天津,2018-04-21,12,2,18,14
40,1,15,天津,2018-04-22,11,3,5,4
56,2,17,天津,2018-04-23,10,2,3,0
58,2,22,天津,2018-04-24,11,0,0,0
73,2,25,天津,2018-04-25,14,0,3,3
121,3,27,天津,2018-04-26,14,2,4,3
119,3,25,天津,2018-04-27,13,0,0,0
112,3,29,天津,2018-04-28,17,0,0,0
85,2,31,天津,2018-04-29,16,2,4,7
65,2,22,天津,2018-04-30,14,2,3,4
88,2,22,天津,2018-05-01,13,2,5,5
62,2,23,天津,2018-05-02,12,3,3,3
53,2,23,天津,2018-05-03,14,2,0,0
76,2,29,天津,2018-05-04,18,2,0,3
86,2,26,天津,2018-05-05,16,2,6,4
90,2,27,天津,2018-05-06,15,0,0,0
77,2,25,天津,2018-05-07,14,2,0,0
68,2,28,天津,2018-05-08,15,0,0,0
77,2,29,天津,2018-05-09,18,0,0,0
88,2,29,天津,2018-05-10,17,0,3,3
94,2,24,天津,2018-05-11,17,0,5,5
114,3,28,天津,2018-05-12,17,0,7,7
74,2,31,天津,2018-05-13,20,2,0,0
99,2,35,天津,2018-05-14,24,2,0,3
95,2,33,天津,2018-05-15,19,0,6,7
91,2,28,天津,2018-05-16,19,0,4,5
66,2,25,天津,2018-05-17,17,0,4,4
63,2,28,天津,2018-05-18,19,0,3,4
67,2,27,天津,2018-05-19,16,0,3,6
56,2,25,天津,2018-05-20,17,0,4,3
49,1,20,天津,2018-05-21,16,0,6,5
81,2,24,天津,2018-05-22,16,3,4,0
167,4,31,天津,2018-05-23,18,4,0,0
97,2,33,天津,2018-05-24,20,2,3,3
86,2,33,天津,2018-05-25,20,0,0,0
100,2,30,天津,2018-05-26,17,2,7,7
100,2,29,天津,2018-05-27,18,2,0,3
115,3,31,天津,2018-05-28,18,3,3,0
70,2,30,天津,2018-05-29,20,0,3,3
75,2,32,天津,2018-05-30,20,0,0,0
86,2,35,天津,2018-05-31,22,0,0,0
51,2,19,泉州,2017-04-01,10,3,0,0
70,2,20,泉州,2017-04-02,12,3,0,0
66,2,21,泉州,2017-04-03,12,3,0,0
70,2,23,泉州,2017-04-04,14,8,0,0
83,2,24,泉州,2017-04-05,17,2,3,4
70,2,24,泉州,2017-04-06,19,3,5,4
62,2,25,泉州,2017-04-07,19,3,5,4
58,2,27,泉州,2017-04-08,19,3,3,4
58,2,28,泉州,2017-04-09,20,3,3,3
46,1,27,泉州,2017-04-10,20,3,4,14
43,1,23,泉州,2017-04-11,16,3,4,5
35,1,19,泉州,2017-04-12,14,8,4,4
52,2,21,泉州,2017-04-13,15,2,3,3
55,2,25,泉州,2017-04-14,17,2,3,3
91,2,27,泉州,2017-04-15,19,2,4,4
84,2,28,泉州,2017-04-16,22,3,4,4
57,2,30,泉州,2017-04-17,21,3,4,4
89,2,29,泉州,2017-04-18,22,2,4,5
76,2,27,泉州,2017-04-19,22,3,14,5
38,1,29,泉州,2017-04-20,21,3,3,5
58,2,26,泉州,2017-04-21,18,3,18,14
48,1,21,泉州,2017-04-22,15,3,4,3
69,2,23,泉州,2017-04-23,15,3,3,4
64,2,25,泉州,2017-04-24,18,3,3,4
51,2,23,泉州,2017-04-25,20,2,5,5
62,2,28,泉州,2017-04-26,17,3,14,14
36,1,17,泉州,2017-04-27,14,4,5,3
55,2,23,泉州,2017-04-28,14,3,0,0
65,2,24,泉州,2017-04-29,15,2,0,0
84,2,26,泉州,2017-04-30,18,2,0,0
81,2,27,泉州,2017-05-01,21,2,3,5
54,2,28,泉州,2017-05-02,21,2,3,3
43,1,26,泉州,2017-05-03,21,3,3,3
57,2,28,泉州,2017-05-04,21,2,4,4
75,2,26,泉州,2017-05-05,22,2,4,5
38,1,27,泉州,2017-05-06,20,3,3,3
40,1,28,泉州,2017-05-07,19,3,3,3
87,2,29,泉州,2017-05-08,22,2,3,5
59,2,30,泉州,2017-05-09,21,2,4,4
52,2,30,泉州,2017-05-10,20,2,3,4
58,2,31,泉州,2017-05-11,23,8,3,4
44,1,31,泉州,2017-05-12,23,3,7,4
31,1,27,泉州,2017-05-13,21,3,7,5
42,1,28,泉州,2017-05-14,21,2,3,4
37,1,27,泉州,2017-05-15,19,3,14,23
30,1,24,泉州,2017-05-16,18,3,5,3
42,1,27,泉州,2017-05-17,19,3,3,4
43,1,28,泉州,2017-05-18,20,3,3,3
44,1,28,泉州,2017-05-19,21,3,4,4
41,1,27,泉州,2017-05-20,21,3,4,3
34,1,28,泉州,2017-05-21,21,3,4,3
36,1,28,泉州,2017-05-22,23,2,3,3
46,1,29,泉州,2017-05-23,24,2,4,4
71,2,30,泉州,2017-05-24,23,2,14,5
38,1,26,泉州,2017-05-25,21,2,4,3
43,1,26,泉州,2017-05-26,20,2,4,3
63,2,28,泉州,2017-05-27,20,2,3,3
56,2,28,泉州,2017-05-28,20,3,3,3
37,1,29,泉州,2017-05-29,22,3,3,3
31,1,30,泉州,2017-05-30,23,2,4,4
69,2,31,泉州,2017-05-31,25,3,3,4
53,2,31,泉州,2017-06-01,26,3,4,14
29,1,28,泉州,2017-06-02,23,3,23,18
23,1,25,泉州,2017-06-03,23,3,18,5
27,1,26,泉州,2017-06-04,23,3,5,5
35,1,27,泉州,2017-06-05,22,2,4,5
45,1,30,泉州,2017-06-06,24,2,3,3
51,2,32,泉州,2017-06-07,25,2,7,4
39,1,29,泉州,2017-06-08,24,3,4,4
51,2,31,泉州,2017-06-09,25,2,4,4
42,1,32,泉州,2017-06-10,25,3,3,3
44,1,33,泉州,2017-06-11,26,3,3,4
32,1,31,泉州,2017-06-12,26,2,4,5
25,1,29,泉州,2017-06-13,26,3,14,23
37,1,28,泉州,2017-06-14,23,3,23,18
29,1,24,泉州,2017-06-15,21,3,14,5
27,1,24,泉州,2017-06-16,21,2,14,18
28,1,23,泉州,2017-06-17,21,3,18,14
29,1,24,泉州,2017-06-18,21,3,18,14
31,1,28,泉州,2017-06-19,23,3,7,5
32,1,30,泉州,2017-06-20,25,3,14,14
29,1,30,泉州,2017-06-21,26,3,5,4
29,1,32,泉州,2017-06-22,26,3,4,4
35,1,33,泉州,2017-06-23,26,3,4,4
39,1,32,泉州,2017-06-24,26,3,4,4
41,1,33,泉州,2017-06-25,26,3,4,4
44,1,32,泉州,2017-06-26,26,3,7,4
47,1,32,泉州,2017-06-27,26,2,4,4
45,1,33,泉州,2017-06-28,25,2,7,4
37,1,32,泉州,2017-06-29,25,2,3,3
48,1,32,泉州,2017-06-30,25,2,3,5
30,1,30,泉州,2017-07-01,26,2,5,5
35,1,32,泉州,2017-07-02,25,2,3,3
33,1,32,泉州,2017-07-03,26,2,3,3
39,1,32,泉州,2017-07-04,25,2,3,5
46,1,31,泉州,2017-07-05,26,8,6,3
43,1,31,泉州,2017-07-06,25,2,7,5
29,1,30,泉州,2017-07-07,26,3,5,4
43,1,32,泉州,2017-07-08,25,3,4,4
50,1,32,泉州,2017-07-09,26,2,3,3
45,1,32,泉州,2017-07-10,24,0,3,3
48,1,34,泉州,2017-07-11,25,2,3,3
45,1,33,泉州,2017-07-12,26,2,0,3
45,1,34,泉州,2017-07-13,26,2,3,3
46,1,34,泉州,2017-07-14,25,2,4,3
45,1,34,泉州,2017-07-15,26,2,3,3
50,1,35,泉州,2017-07-16,26,2,0,3
41,1,32,泉州,2017-07-17,26,8,5,4
37,1,34,泉州,2017-07-18,25,2,4,4
50,1,34,泉州,2017-07-19,25,8,3,3
53,2,35,泉州,2017-07-20,26,2,4,3
58,2,32,泉州,2017-07-21,26,2,3,4
53,2,36,泉州,2017-07-22,27,2,3,3
43,1,35,泉州,2017-07-23,26,2,3,0
51,2,35,泉州,2017-07-24,27,2,3,4
58,2,35,泉州,2017-07-25,27,2,3,3
67,2,35,泉州,2017-07-26,26,2,3,3
44,1,34,泉州,2017-07-27,27,0,3,4
45,1,35,泉州,2017-07-28,27,3,3,5
30,1,35,泉州,2017-07-29,26,4,4,18
24,1,29,泉州,2017-07-30,26,4,23,18
28,1,29,泉州,2017-07-31,26,4,23,14
33,1,29,泉州,2017-08-01,26,2,5,5
38,1,32,泉州,2017-08-02,28,2,5,5
52,2,32,泉州,2017-08-03,26,2,3,3
57,2,33,泉州,2017-08-04,26,2,3,3
55,2,34,泉州,2017-08-05,27,2,3,3
72,2,35,泉州,2017-08-06,28,2,3,3
61,2,35,泉州,2017-08-07,28,2,3,4
50,1,34,泉州,2017-08-08,27,3,4,4
44,1,34,泉州,2017-08-09,27,3,4,3
49,1,33,泉州,2017-08-10,27,3,4,3
60,2,34,泉州,2017-08-11,27,0,4,4
53,2,34,泉州,2017-08-12,27,3,3,4
55,2,32,泉州,2017-08-13,26,2,4,4
64,2,36,泉州,2017-08-14,28,2,4,3
64,2,35,泉州,2017-08-15,26,2,3,3
62,2,34,泉州,2017-08-16,27,2,0,0
48,1,34,泉州,2017-08-17,26,2,3,3
61,2,35,泉州,2017-08-18,28,2,3,3
56,2,35,泉州,2017-08-19,26,2,3,3
61,2,34,泉州,2017-08-20,29,0,5,4
52,2,34,泉州,2017-08-21,26,2,4,4
38,1,35,泉州,2017-08-22,27,5,4,5
35,1,32,泉州,2017-08-23,28,2,14,5
29,1,31,泉州,2017-08-24,25,0,5,4
53,2,33,泉州,2017-08-25,26,2,3,3
33,1,34,泉州,2017-08-26,26,3,4,5
21,1,32,泉州,2017-08-27,25,2,5,3
48,1,34,泉州,2017-08-28,26,2,3,4
42,1,34,泉州,2017-08-29,27,2,0,3
26,1,34,泉州,2017-08-30,26,3,3,3
35,1,33,泉州,2017-08-31,26,3,3,3
41,1,33,泉州,2017-09-01,26,3,4,5
41,1,31,泉州,2017-09-02,26,3,3,5
28,1,29,泉州,2017-09-03,25,2,5,14
25,1,30,泉州,2017-09-04,25,0,4,3
38,1,32,泉州,2017-09-05,26,0,4,3
41,1,35,泉州,2017-09-06,26,2,3,3
42,1,34,泉州,2017-09-07,26,2,5,4
49,1,32,泉州,2017-09-08,26,2,4,3
46,1,32,泉州,2017-09-09,26,2,4,3
40,1,33,泉州,2017-09-10,26,2,3,3
59,2,34,泉州,2017-09-11,26,2,3,3
52,2,34,泉州,2017-09-12,26,2,3,4
38,1,33,泉州,2017-09-13,26,4,3,4
57,2,34,泉州,2017-09-14,26,0,4,3
65,2,35,泉州,2017-09-15,26,2,4,4
51,2,34,泉州,2017-09-16,25,2,3,3
58,2,32,泉州,2017-09-17,25,2,3,3
57,2,31,泉州,2017-09-18,23,3,3,3
58,2,33,泉州,2017-09-19,23,2,3,3
62,2,34,泉州,2017-09-20,25,2,4,3
73,2,34,泉州,2017-09-21,26,8,3,3
52,2,33,泉州,2017-09-22,26,8,4,3
40,1,34,泉州,2017-09-23,26,2,4,4
33,1,34,泉州,2017-09-24,26,2,3,4
48,1,35,泉州,2017-09-25,26,2,4,4
57,2,37,泉州,2017-09-26,27,2,4,4
72,2,37,泉州,2017-09-27,27,4,3,3
60,2,35,泉州,2017-09-28,25,0,5,5
34,1,31,泉州,2017-09-29,25,4,4,3
41,1,34,泉州,2017-09-30,26,3,3,4
39,1,35,泉州,2017-10-01,26,3,3,3
57,2,31,泉州,2017-10-02,26,2,3,5
61,2,33,泉州,2017-10-03,25,3,3,3
37,1,30,泉州,2017-10-04,24,6,4,3
41,1,31,泉州,2017-10-05,24,3,4,3
44,1,32,泉州,2017-10-06,25,3,3,3
39,1,32,泉州,2017-10-07,24,4,3,3
33,1,32,泉州,2017-10-08,26,4,4,4
28,1,32,泉州,2017-10-09,27,4,3,3
29,1,33,泉州,2017-10-10,26,4,3,3
31,1,33,泉州,2017-10-11,25,3,4,3
33,1,31,泉州,2017-10-12,24,4,4,3
