aqi,aqiLevel,bWendu,city,date,yWendu,fengli_encode,tianqi_1_encode,tianqi_2_encode
29,1,13,大连,2017-10-10,9,5,5,3
26,1,14,大连,2017-10-11,10,4,0,0
29,1,15,大连,2017-10-12,11,2,3,3
43,1,17,大连,2017-10-13,13,3,3,0
45,1,17,大连,2017-10-14,12,4,0,3
34,1,17,大连,2017-10-15,12,3,3,3
36,1,16,大连,2017-10-16,10,3,0,0
39,1,17,大连,2017-10-17,10,3,0,0
52,2,17,大连,2017-10-18,12,2,0,0
67,2,19,大连,2017-10-19,13,3,3,3
83,2,19,大连,2017-10-20,13,3,3,0
95,2,18,大连,2017-10-21,9,4,0,3
53,2,12,大连,2017-10-22,7,5,3,0
56,2,11,大连,2017-10-23,7,5,0,0
52,2,15,大连,2017-10-24,10,2,0,0
68,2,18,大连,2017-10-25,13,3,0,3
96,2,18,大连,2017-10-26,13,3,3,0
87,2,18,大连,2017-10-27,13,3,0,0
98,2,18,大连,2017-10-28,7,5,0,0
35,1,10,大连,2017-10-29,6,5,0,0
34,1,15,大连,2017-10-30,9,4,0,0
52,2,16,大连,2017-10-31,12,4,0,0
109,3,17,大连,2017-11-01,11,2,3,0
133,3,17,大连,2017-11-02,5,4,6,3
35,1,8,大连,2017-11-03,3,5,0,0
37,1,13,大连,2017-11-04,5,4,0,0
59,2,15,大连,2017-11-05,10,4,0,0
63,2,15,大连,2017-11-06,11,4,0,0
121,3,16,大连,2017-11-07,7,3,3,0
34,1,11,大连,2017-11-08,7,3,0,0
39,1,15,大连,2017-11-09,5,4,3,5
49,1,11,大连,2017-11-10,3,5,0,0
38,1,10,大连,2017-11-11,5,2,0,0
46,1,12,大连,2017-11-12,9,4,0,0
76,2,12,大连,2017-11-13,2,4,0,0
27,1,6,大连,2017-11-14,1,4,0,0
29,1,5,大连,2017-11-15,0,4,0,3
33,1,9,大连,2017-11-16,2,3,3,5
59,2,10,大连,2017-11-17,-2,5,3,0
34,1,0,大连,2017-11-18,-3,4,0,0
38,1,5,大连,2017-11-19,0,2,0,3
43,1,7,大连,2017-11-20,2,4,0,0
53,2,10,大连,2017-11-21,2,4,0,0
71,2,6,大连,2017-11-22,1,4,0,3
31,1,6,大连,2017-11-23,0,5,3,3
33,1,5,大连,2017-11-24,2,4,0,0
46,1,8,大连,2017-11-25,0,3,3,3
39,1,2,大连,2017-11-26,-2,4,3,0
39,1,8,大连,2017-11-27,2,4,0,3
76,2,11,大连,2017-11-28,-3,4,3,0
53,2,-2,大连,2017-11-29,-5,4,0,0
43,1,0,大连,2017-11-30,-3,3,3,0
39,1,6,大连,2017-12-01,2,3,0,3
102,3,8,大连,2017-12-02,0,4,0,0
110,3,3,大连,2017-12-03,-3,4,0,0
33,1,0,大连,2017-12-04,-5,4,3,0
34,1,4,大连,2017-12-05,-3,4,0,0
59,2,7,大连,2017-12-06,-1,3,0,0
44,1,1,大连,2017-12-07,-4,5,0,0
43,1,4,大连,2017-12-08,-3,5,0,0
57,2,8,大连,2017-12-09,2,4,0,0
58,2,2,大连,2017-12-10,-8,5,3,3
38,1,-6,大连,2017-12-11,-10,5,10,0
36,1,-5,大连,2017-12-12,-8,3,10,0
38,1,-3,大连,2017-12-13,-8,3,0,0
58,2,0,大连,2017-12-14,-6,3,3,10
72,2,1,大连,2017-12-15,-6,4,3,3
37,1,-3,大连,2017-12-16,-7,5,10,0
45,1,2,大连,2017-12-17,-5,4,0,0
54,2,3,大连,2017-12-18,-7,4,0,0
35,1,1,大连,2017-12-19,-6,4,0,3
53,2,4,大连,2017-12-20,-1,4,3,0
49,1,8,大连,2017-12-21,3,4,0,0
96,2,8,大连,2017-12-22,-2,4,0,0
51,2,6,大连,2017-12-23,0,3,3,3
49,1,2,大连,2017-12-24,-6,5,3,0
35,1,4,大连,2017-12-25,-6,4,0,0
35,1,-3,大连,2017-12-26,-8,4,0,0
35,1,4,大连,2017-12-27,-5,3,3,3
58,2,6,大连,2017-12-28,0,3,3,3
129,3,3,大连,2017-12-29,-5,3,3,3
95,2,0,大连,2017-12-30,-5,3,3,3
68,2,3,大连,2017-12-31,-3,3,0,0
62,2,2,大连,2018-01-01,-6,3,0,0
42,1,-2,大连,2018-01-02,-7,4,0,0
38,1,-3,大连,2018-01-03,-6,4,0,0
38,1,-3,大连,2018-01-04,-7,4,3,3
39,1,0,大连,2018-01-05,-6,3,0,0
41,1,0,大连,2018-01-06,-4,3,0,3
43,1,2,大连,2018-01-07,-2,3,3,10
66,2,0,大连,2018-01-08,-6,5,3,0
33,1,-3,大连,2018-01-09,-10,4,3,10
41,1,-6,大连,2018-01-10,-12,5,3,3
44,1,-8,大连,2018-01-11,-11,4,12,0
55,2,0,大连,2018-01-12,-7,4,0,0
77,2,4,大连,2018-01-13,-1,3,0,0
89,2,5,大连,2018-01-14,-2,4,0,0
72,2,2,大连,2018-01-15,-2,3,0,3
99,2,3,大连,2018-01-16,-2,3,3,0
80,2,4,大连,2018-01-17,-2,3,3,0
91,2,4,大连,2018-01-18,-2,3,0,0
199,4,5,大连,2018-01-19,-1,3,0,0
142,3,1,大连,2018-01-20,-2,2,0,0
41,1,0,大连,2018-01-21,-9,4,10,10
69,2,-8,大连,2018-01-22,-13,5,10,3
45,1,-10,大连,2018-01-23,-15,4,12,0
42,1,-9,大连,2018-01-24,-14,3,0,0
39,1,-10,大连,2018-01-25,-15,4,0,0
39,1,-10,大连,2018-01-26,-14,4,0,0
60,2,-4,大连,2018-01-27,-12,3,3,12
62,2,-6,大连,2018-01-28,-8,4,3,0
67,2,-4,大连,2018-01-29,-7,4,0,0
55,2,1,大连,2018-01-30,-6,4,0,0
53,2,1,大连,2018-01-31,-4,3,0,0
53,2,2,大连,2018-02-01,-5,3,0,3
61,2,-4,大连,2018-02-02,-11,4,10,3
35,1,-5,大连,2018-02-03,-10,5,0,0
33,1,-5,大连,2018-02-04,-11,3,0,3
36,1,-6,大连,2018-02-05,-11,4,3,0
34,1,-5,大连,2018-02-06,-9,3,0,3
51,2,-1,大连,2018-02-07,-10,4,10,10
59,2,1,大连,2018-02-08,-10,3,0,0
93,2,4,大连,2018-02-09,-5,4,3,3
58,2,-4,大连,2018-02-10,-8,4,0,0
51,2,-3,大连,2018-02-11,-7,4,0,0
52,2,-2,大连,2018-02-12,-6,4,0,0
62,2,4,大连,2018-02-13,-2,3,0,0
62,2,2,大连,2018-02-14,-6,4,0,0
58,2,2,大连,2018-02-15,-3,3,0,0
80,2,3,大连,2018-02-16,-6,4,0,0
47,1,2,大连,2018-02-17,-3,3,0,3
52,2,3,大连,2018-02-18,-4,3,11,11
78,2,2,大连,2018-02-19,-4,3,0,0
91,2,2,大连,2018-02-20,-5,3,0,0
81,2,4,大连,2018-02-21,-1,3,0,3
157,4,5,大连,2018-02-22,-1,2,3,0
171,4,7,大连,2018-02-23,-5,3,3,3
40,1,-1,大连,2018-02-24,-6,4,0,0
47,1,4,大连,2018-02-25,-2,3,0,0
56,2,7,大连,2018-02-26,0,4,3,0
138,3,5,大连,2018-02-27,0,3,3,4
72,2,6,大连,2018-02-28,-3,3,5,11
50,1,1,大连,2018-03-01,-5,3,0,0
40,1,7,大连,2018-03-02,1,4,0,0
56,2,8,大连,2018-03-03,1,4,0,3
59,2,5,大连,2018-03-04,-3,6,5,3
51,2,3,大连,2018-03-05,-3,5,0,0
51,2,2,大连,2018-03-06,-3,3,0,0
45,1,3,大连,2018-03-07,-5,3,5,11
40,1,-1,大连,2018-03-08,-5,5,0,0
43,1,4,大连,2018-03-09,-1,3,0,0
79,2,8,大连,2018-03-10,0,3,0,0
57,2,7,大连,2018-03-11,1,3,0,0
93,2,13,大连,2018-03-12,5,4,0,0
49,1,15,大连,2018-03-13,6,4,0,0
53,2,12,大连,2018-03-14,2,3,3,5
61,2,3,大连,2018-03-15,-4,5,3,0
53,2,5,大连,2018-03-16,-2,4,0,0
44,1,6,大连,2018-03-17,-1,3,3,11
46,1,6,大连,2018-03-18,1,3,3,0
85,2,9,大连,2018-03-19,0,5,0,0
55,2,6,大连,2018-03-20,0,5,3,3
58,2,7,大连,2018-03-21,0,3,3,0
69,2,10,大连,2018-03-22,3,3,0,0
119,3,12,大连,2018-03-23,1,3,3,0
133,3,14,大连,2018-03-24,5,3,0,0
144,3,18,大连,2018-03-25,8,3,0,0
86,2,20,大连,2018-03-26,7,3,0,0
71,2,15,大连,2018-03-27,5,4,0,0
89,2,19,大连,2018-03-28,7,3,0,0
70,2,17,大连,2018-03-29,7,3,0,0
63,2,13,大连,2018-03-30,5,3,0,0
64,2,16,大连,2018-03-31,7,2,3,3
38,1,14,大连,2018-04-01,8,3,0,0
44,1,16,大连,2018-04-02,6,4,0,3
90,2,11,大连,2018-04-03,4,5,0,3
55,2,11,大连,2018-04-04,3,4,0,3
57,2,9,大连,2018-04-05,3,3,5,3
96,2,7,大连,2018-04-06,2,5,5,3
40,1,9,大连,2018-04-07,4,3,0,0
41,1,12,大连,2018-04-08,4,0,0,0
52,2,14,大连,2018-04-09,8,3,0,3
81,2,14,大连,2018-04-10,7,4,3,0
56,2,17,大连,2018-04-11,7,3,0,0
52,2,17,大连,2018-04-12,7,3,0,3
66,2,14,大连,2018-04-13,5,3,8,8
51,2,12,大连,2018-04-14,5,3,4,3
57,2,13,大连,2018-04-15,6,3,0,0
48,1,16,大连,2018-04-16,7,4,0,0
53,2,17,大连,2018-04-17,9,4,0,0
91,2,17,大连,2018-04-18,9,4,0,0
88,2,22,大连,2018-04-19,13,3,0,0
64,2,17,大连,2018-04-20,8,4,0,0
55,2,15,大连,2018-04-21,8,3,3,5
43,1,10,大连,2018-04-22,8,4,14,5
34,1,14,大连,2018-04-23,7,4,3,0
52,2,16,大连,2018-04-24,9,3,0,0
55,2,21,大连,2018-04-25,10,3,0,0
85,2,20,大连,2018-04-26,11,3,0,0
65,2,22,大连,2018-04-27,11,2,0,0
58,2,22,大连,2018-04-28,11,4,0,0
88,2,23,大连,2018-04-29,13,3,0,3
77,2,17,大连,2018-04-30,11,3,3,7
49,1,14,大连,2018-05-01,10,3,14,14
41,1,18,大连,2018-05-02,10,4,3,0
45,1,19,大连,2018-05-03,11,4,0,0
59,2,22,大连,2018-05-04,12,4,0,0
77,2,24,大连,2018-05-05,13,3,3,6
73,2,22,大连,2018-05-06,13,2,3,0
63,2,23,大连,2018-05-07,14,3,0,0
57,2,25,大连,2018-05-08,14,2,0,0
58,2,24,大连,2018-05-09,13,3,0,0
64,2,23,大连,2018-05-10,13,4,0,0
50,1,19,大连,2018-05-11,12,4,3,4
45,1,17,大连,2018-05-12,11,3,3,0
62,2,17,大连,2018-05-13,11,3,3,0
63,2,24,大连,2018-05-14,14,4,0,0
51,2,20,大连,2018-05-15,14,4,3,5
27,1,17,大连,2018-05-16,13,3,3,7
36,1,21,大连,2018-05-17,13,2,3,3
51,2,24,大连,2018-05-18,14,3,0,0
44,1,20,大连,2018-05-19,13,3,0,0
34,1,18,大连,2018-05-20,13,3,0,3
34,1,18,大连,2018-05-21,12,3,3,4
35,1,17,大连,2018-05-22,12,3,5,3
64,2,22,大连,2018-05-23,15,4,0,0
101,3,25,大连,2018-05-24,16,4,0,0
88,2,25,大连,2018-05-25,16,3,0,0
51,2,24,大连,2018-05-26,17,3,3,6
60,2,23,大连,2018-05-27,15,3,7,3
78,2,25,大连,2018-05-28,16,2,3,3
47,1,24,大连,2018-05-29,16,3,3,0
42,1,24,大连,2018-05-30,16,3,0,0
47,1,26,大连,2018-05-31,17,3,0,0
94,2,17,宁波,2017-04-01,5,2,3,0
111,3,19,宁波,2017-04-02,7,0,0,0
88,2,22,宁波,2017-04-03,10,0,0,3
69,2,21,宁波,2017-04-04,15,3,3,4
52,2,26,宁波,2017-04-05,17,2,3,4
67,2,27,宁波,2017-04-06,18,2,3,7
62,2,20,宁波,2017-04-07,15,2,6,3
84,2,23,宁波,2017-04-08,12,0,3,14
37,1,18,宁波,2017-04-09,11,2,17,5
39,1,14,宁波,2017-04-10,11,0,5,5
56,2,15,宁波,2017-04-11,10,2,4,4
77,2,18,宁波,2017-04-12,8,0,3,3
58,2,22,宁波,2017-04-13,12,0,0,0
50,1,27,宁波,2017-04-14,16,2,0,3
68,2,30,宁波,2017-04-15,17,0,0,3
82,2,30,宁波,2017-04-16,18,2,7,7
69,2,24,宁波,2017-04-17,15,2,6,3
69,2,31,宁波,2017-04-18,15,2,0,0
87,2,26,宁波,2017-04-19,16,2,3,14
78,2,26,宁波,2017-04-20,15,3,3,4
103,3,23,宁波,2017-04-21,12,0,6,3
56,2,21,宁波,2017-04-22,10,2,3,0
73,2,23,宁波,2017-04-23,12,2,0,0
65,2,25,宁波,2017-04-24,16,2,0,3
57,2,24,宁波,2017-04-25,17,2,6,14
36,1,19,宁波,2017-04-26,13,2,5,5
46,1,21,宁波,2017-04-27,11,0,3,0
77,2,25,宁波,2017-04-28,13,0,0,0
71,2,29,宁波,2017-04-29,14,0,0,0
70,2,29,宁波,2017-04-30,16,2,0,3
51,2,29,宁波,2017-05-01,18,2,3,6
33,1,21,宁波,2017-05-02,16,2,14,6
41,1,22,宁波,2017-05-03,19,2,6,6
37,1,24,宁波,2017-05-04,18,3,14,4
56,2,26,宁波,2017-05-05,16,2,3,3
58,2,25,宁波,2017-05-06,16,0,3,3
87,2,26,宁波,2017-05-07,17,0,3,6
85,2,21,宁波,2017-05-08,18,2,14,6
69,2,28,宁波,2017-05-09,17,2,3,3
71,2,32,宁波,2017-05-10,20,0,0,0
60,2,33,宁波,2017-05-11,18,2,3,6
58,2,26,宁波,2017-05-12,17,2,18,4
48,1,30,宁波,2017-05-13,17,0,3,3
79,2,30,宁波,2017-05-14,18,2,3,3
48,1,26,宁波,2017-05-15,18,0,3,4
46,1,23,宁波,2017-05-16,16,2,6,3
62,2,25,宁波,2017-05-17,16,0,3,0
48,1,28,宁波,2017-05-18,17,0,0,0
50,1,28,宁波,2017-05-19,19,2,0,3
41,1,27,宁波,2017-05-20,18,2,3,4
36,1,28,宁波,2017-05-21,19,0,3,3
37,1,28,宁波,2017-05-22,21,0,3,3
39,1,30,宁波,2017-05-23,21,0,14,14
33,1,24,宁波,2017-05-24,16,2,5,4
62,2,27,宁波,2017-05-25,16,0,3,0
79,2,28,宁波,2017-05-26,17,0,0,0
54,2,30,宁波,2017-05-27,17,0,0,0
46,1,30,宁波,2017-05-28,17,2,0,0
35,1,30,宁波,2017-05-29,20,2,0,3
38,1,30,宁波,2017-05-30,21,2,3,3
79,2,33,宁波,2017-05-31,23,2,7,4
81,2,27,宁波,2017-06-01,22,0,6,4
82,2,27,宁波,2017-06-02,19,2,3,3
41,1,30,宁波,2017-06-03,19,0,3,3
38,1,28,宁波,2017-06-04,20,2,3,4
39,1,24,宁波,2017-06-05,22,2,6,6
51,2,29,宁波,2017-06-06,22,2,6,4
59,2,30,宁波,2017-06-07,22,0,3,3
92,2,32,宁波,2017-06-08,23,2,0,3
53,2,31,宁波,2017-06-09,24,2,6,3
63,2,32,宁波,2017-06-10,22,2,14,14
44,1,28,宁波,2017-06-11,19,2,14,14
29,1,22,宁波,2017-06-12,20,2,22,18
31,1,21,宁波,2017-06-13,20,2,23,14
36,1,24,宁波,2017-06-14,19,2,6,4
52,2,26,宁波,2017-06-15,18,0,3,4
45,1,26,宁波,2017-06-16,18,0,4,4
49,1,27,宁波,2017-06-17,18,0,3,3
43,1,29,宁波,2017-06-18,19,0,3,3
28,1,26,宁波,2017-06-19,22,0,6,6
51,2,26,宁波,2017-06-20,21,0,4,4
46,1,27,宁波,2017-06-21,22,0,3,6
35,1,27,宁波,2017-06-22,23,2,14,6
66,2,30,宁波,2017-06-23,24,0,7,6
35,1,30,宁波,2017-06-24,25,2,14,14
28,1,25,宁波,2017-06-25,22,0,23,18
52,2,26,宁波,2017-06-26,22,2,4,3
46,1,26,宁波,2017-06-27,22,2,6,4
46,1,25,宁波,2017-06-28,22,0,6,6
59,2,30,宁波,2017-06-29,25,0,6,3
36,1,33,宁波,2017-06-30,25,2,7,3
36,1,34,宁波,2017-07-01,25,2,3,3
26,1,33,宁波,2017-07-02,26,3,3,3
28,1,33,宁波,2017-07-03,26,3,7,6
28,1,33,宁波,2017-07-04,25,2,7,3
44,1,33,宁波,2017-07-05,26,2,7,3
37,1,36,宁波,2017-07-06,27,2,3,0
33,1,35,宁波,2017-07-07,26,2,3,3
33,1,36,宁波,2017-07-08,26,3,3,3
32,1,36,宁波,2017-07-09,26,2,3,3
37,1,36,宁波,2017-07-10,26,2,5,4
37,1,34,宁波,2017-07-11,26,2,7,0
53,2,36,宁波,2017-07-12,27,2,3,3
52,2,36,宁波,2017-07-13,27,2,7,3
56,2,37,宁波,2017-07-14,27,2,3,3
31,1,37,宁波,2017-07-15,27,2,0,0
25,1,35,宁波,2017-07-16,27,2,3,3
26,1,35,宁波,2017-07-17,27,2,3,3
41,1,37,宁波,2017-07-18,27,2,3,3
49,1,38,宁波,2017-07-19,27,2,3,3
56,2,38,宁波,2017-07-20,27,2,0,3
62,2,39,宁波,2017-07-21,27,0,0,0
64,2,39,宁波,2017-07-22,28,0,0,0
55,2,39,宁波,2017-07-23,27,0,0,0
67,2,39,宁波,2017-07-24,27,0,0,0
87,2,39,宁波,2017-07-25,27,0,0,0
75,2,38,宁波,2017-07-26,27,0,0,0
46,1,37,宁波,2017-07-27,28,0,0,0
31,1,37,宁波,2017-07-28,27,0,0,0
27,1,34,宁波,2017-07-29,28,0,3,3
24,1,33,宁波,2017-07-30,27,2,14,14
32,1,33,宁波,2017-07-31,27,2,6,6
37,1,34,宁波,2017-08-01,28,3,3,3
30,1,34,宁波,2017-08-02,28,3,3,3
39,1,36,宁波,2017-08-03,27,2,3,3
51,2,35,宁波,2017-08-04,28,2,3,3
74,2,36,宁波,2017-08-05,27,0,7,3
63,2,34,宁波,2017-08-06,27,0,7,3
70,2,37,宁波,2017-08-07,28,0,3,3
50,1,38,宁波,2017-08-08,27,0,3,7
39,1,34,宁波,2017-08-09,27,2,7,7
38,1,32,宁波,2017-08-10,25,2,6,3
65,2,35,宁波,2017-08-11,27,2,3,3
39,1,35,宁波,2017-08-12,27,0,7,3
47,1,36,宁波,2017-08-13,28,2,3,3
55,2,37,宁波,2017-08-14,26,0,7,3
50,1,34,宁波,2017-08-15,26,2,7,3
47,1,34,宁波,2017-08-16,27,0,7,3
45,1,35,宁波,2017-08-17,27,0,7,3
34,1,35,宁波,2017-08-18,26,0,7,3
45,1,35,宁波,2017-08-19,25,2,7,3
44,1,35,宁波,2017-08-20,24,2,7,7
35,1,33,宁波,2017-08-21,26,2,7,3
19,1,32,宁波,2017-08-22,26,2,6,3
21,1,34,宁波,2017-08-23,27,2,3,3
28,1,36,宁波,2017-08-24,27,2,3,3
44,1,36,宁波,2017-08-25,27,0,7,3
37,1,33,宁波,2017-08-26,26,2,6,3
26,1,34,宁波,2017-08-27,26,2,3,3
23,1,36,宁波,2017-08-28,26,2,0,3
32,1,35,宁波,2017-08-29,25,0,3,3
36,1,33,宁波,2017-08-30,25,2,3,3
37,1,30,宁波,2017-08-31,24,2,3,3
39,1,31,宁波,2017-09-01,24,2,3,3
44,1,30,宁波,2017-09-02,24,2,6,3
32,1,31,宁波,2017-09-03,25,2,3,3
29,1,32,宁波,2017-09-04,25,2,3,3
41,1,35,宁波,2017-09-05,26,2,3,3
50,1,35,宁波,2017-09-06,25,2,7,6
49,1,28,宁波,2017-09-07,24,2,6,4
32,1,27,宁波,2017-09-08,24,0,6,4
35,1,29,宁波,2017-09-09,25,0,4,3
33,1,33,宁波,2017-09-10,25,2,3,3
38,1,30,宁波,2017-09-11,23,2,6,6
32,1,27,宁波,2017-09-12,22,2,6,4
44,1,28,宁波,2017-09-13,23,2,3,6
37,1,26,宁波,2017-09-14,22,4,6,14
32,1,25,宁波,2017-09-15,23,4,14,6
35,1,26,宁波,2017-09-16,20,3,4,3
51,2,28,宁波,2017-09-17,19,2,3,3
82,2,30,宁波,2017-09-18,21,0,0,3
66,2,31,宁波,2017-09-19,23,0,3,6
43,1,26,宁波,2017-09-20,21,2,14,14
27,1,24,宁波,2017-09-21,22,2,5,4
39,1,28,宁波,2017-09-22,22,0,3,6
38,1,26,宁波,2017-09-23,22,2,14,6
44,1,28,宁波,2017-09-24,24,2,6,3
45,1,32,宁波,2017-09-25,26,2,3,3
66,2,33,宁波,2017-09-26,25,0,3,3
42,1,30,宁波,2017-09-27,22,2,7,6
33,1,24,宁波,2017-09-28,20,2,3,3
43,1,25,宁波,2017-09-29,22,2,4,6
36,1,26,宁波,2017-09-30,22,2,6,3
35,1,31,宁波,2017-10-01,25,2,3,3
51,2,32,宁波,2017-10-02,23,2,6,6
33,1,25,宁波,2017-10-03,21,2,4,3
31,1,24,宁波,2017-10-04,20,2,3,4
41,1,25,宁波,2017-10-05,19,2,4,5
73,2,24,宁波,2017-10-06,18,2,4,3
65,2,27,宁波,2017-10-07,18,0,3,3
45,1,27,宁波,2017-10-08,20,0,3,3
45,1,29,宁波,2017-10-09,22,0,3,3
34,1,30,宁波,2017-10-10,21,0,3,3
26,1,27,宁波,2017-10-11,20,2,6,5
25,1,22,宁波,2017-10-12,19,2,5,5
27,1,21,宁波,2017-10-13,19,2,4,5
32,1,21,宁波,2017-10-14,19,2,6,14
27,1,21,宁波,2017-10-15,20,3,23,23
25,1,22,宁波,2017-10-16,20,3,18,14
34,1,21,宁波,2017-10-17,19,2,5,5
50,1,22,宁波,2017-10-18,17,2,4,4
44,1,22,宁波,2017-10-19,17,2,3,4
38,1,22,宁波,2017-10-20,17,2,4,3
41,1,22,宁波,2017-10-21,16,3,3,3
80,2,22,宁波,2017-10-22,15,4,3,3
57,2,21,宁波,2017-10-23,13,2,3,3
54,2,20,宁波,2017-10-24,13,2,3,3
59,2,21,宁波,2017-10-25,14,0,3,3
63,2,22,宁波,2017-10-26,12,0,3,0
59,2,22,宁波,2017-10-27,15,2,3,3
56,2,22,宁波,2017-10-28,14,3,3,3
78,2,21,宁波,2017-10-29,12,5,3,4
35,1,16,宁波,2017-10-30,11,2,3,3
50,1,19,宁波,2017-10-31,10,0,3,3
57,2,22,宁波,2017-11-01,12,0,3,3
72,2,24,宁波,2017-11-02,12,0,3,3
127,3,23,宁波,2017-11-03,12,3,3,4
30,1,17,宁波,2017-11-04,12,3,3,3
50,1,19,宁波,2017-11-05,12,0,3,3
112,3,22,宁波,2017-11-06,16,0,3,3
147,3,21,宁波,2017-11-07,15,0,5,4
111,3,20,宁波,2017-11-08,11,2,3,3
52,2,22,宁波,2017-11-09,14,0,3,3
68,2,20,宁波,2017-11-10,12,2,5,4
44,1,17,宁波,2017-11-11,11,2,3,3
62,2,19,宁波,2017-11-12,12,0,3,4
57,2,20,宁波,2017-11-13,14,0,3,5
55,2,18,宁波,2017-11-14,13,2,5,5
53,2,17,宁波,2017-11-15,14,0,5,6
46,1,18,宁波,2017-11-16,17,0,6,6
68,2,21,宁波,2017-11-17,10,2,6,6
26,1,13,宁波,2017-11-18,7,4,5,3
38,1,13,宁波,2017-11-19,9,2,3,5
35,1,12,宁波,2017-11-20,10,2,5,5
65,2,12,宁波,2017-11-21,10,0,5,5
70,2,13,宁波,2017-11-22,7,2,5,3
80,2,12,宁波,2017-11-23,3,2,3,0
84,2,14,宁波,2017-11-24,4,0,0,3
73,2,16,宁波,2017-11-25,10,0,3,5
82,2,15,宁波,2017-11-26,7,2,3,3
117,3,18,宁波,2017-11-27,9,0,0,3
80,2,22,宁波,2017-11-28,13,0,3,5
82,2,17,宁波,2017-11-29,11,2,14,14
30,1,12,宁波,2017-11-30,9,3,5,4
56,2,11,宁波,2017-12-01,8,2,4,4
77,2,14,宁波,2017-12-02,7,0,4,4
90,2,16,宁波,2017-12-03,9,0,4,4
140,3,13,宁波,2017-12-04,3,3,3,3
62,2,11,宁波,2017-12-05,0,2,3,0
89,2,12,宁波,2017-12-06,4,0,0,0
124,3,13,宁波,2017-12-07,3,0,3,3
79,2,9,宁波,2017-12-08,1,3,0,0
69,2,12,宁波,2017-12-09,2,0,0,0
90,2,13,宁波,2017-12-10,2,3,0,0
124,3,11,宁波,2017-12-11,3,2,0,0
93,2,12,宁波,2017-12-12,6,2,3,3
54,2,12,宁波,2017-12-13,6,2,3,5
59,2,11,宁波,2017-12-14,8,2,5,4
57,2,11,宁波,2017-12-15,6,0,5,5
76,2,8,宁波,2017-12-16,0,3,5,3
75,2,6,宁波,2017-12-17,-2,2,0,0
82,2,9,宁波,2017-12-18,-1,0,0,0
83,2,10,宁波,2017-12-19,1,2,0,0
81,2,11,宁波,2017-12-20,0,0,0,0
97,2,11,宁波,2017-12-21,0,0,0,0
102,3,15,宁波,2017-12-22,5,0,0,0
88,2,18,宁波,2017-12-23,7,0,3,5
152,4,13,宁波,2017-12-24,2,3,3,0
109,3,10,宁波,2017-12-25,0,2,0,0
115,3,13,宁波,2017-12-26,2,0,0,0
98,2,13,宁波,2017-12-27,7,0,3,4
67,2,11,宁波,2017-12-28,9,2,5,5
65,2,12,宁波,2017-12-29,9,2,5,4
91,2,14,宁波,2017-12-30,3,2,5,4
277,5,10,宁波,2017-12-31,1,2,0,0
152,4,11,宁波,2018-01-01,5,0,0,3
68,2,14,宁波,2018-01-02,9,0,5,5
42,1,12,宁波,2018-01-03,9,3,5,5
25,1,9,宁波,2018-01-04,6,2,5,5
31,1,8,宁波,2018-01-05,4,2,4,3
75,2,8,宁波,2018-01-06,2,2,5,14
66,2,11,宁波,2018-01-07,3,0,14,5
95,2,5,宁波,2018-01-08,-1,4,5,3
41,1,6,宁波,2018-01-09,-1,2,0,0
63,2,7,宁波,2018-01-10,-3,3,0,0
65,2,7,宁波,2018-01-11,-3,0,0,0
64,2,5,宁波,2018-01-12,-4,2,0,0
89,2,8,宁波,2018-01-13,1,0,0,3
61,2,14,宁波,2018-01-14,5,0,3,3
69,2,16,宁波,2018-01-15,9,0,3,5
96,2,17,宁波,2018-01-16,8,2,4,4
157,4,15,宁波,2018-01-17,4,2,3,3
89,2,14,宁波,2018-01-18,6,0,3,3
116,3,12,宁波,2018-01-19,6,0,3,4
94,2,11,宁波,2018-01-20,8,0,4,5
48,1,10,宁波,2018-01-21,7,2,5,5
46,1,11,宁波,2018-01-22,5,2,3,3
78,2,8,宁波,2018-01-23,3,2,5,5
36,1,5,宁波,2018-01-24,2,2,5,5
21,1,4,宁波,2018-01-25,1,2,11,11
24,1,3,宁波,2018-01-26,2,2,10,11
49,1,4,宁波,2018-01-27,3,0,5,14
36,1,3,宁波,2018-01-28,0,2,11,10
138,3,3,宁波,2018-01-29,-2,2,3,3
168,4,3,宁波,2018-01-30,-1,0,3,4
186,4,3,宁波,2018-01-31,-1,2,10,4
193,4,5,宁波,2018-02-01,-1,2,3,3
149,3,7,宁波,2018-02-02,0,2,3,3
69,2,3,宁波,2018-02-03,-2,3,3,3
61,2,3,宁波,2018-02-04,-3,2,0,0
81,2,5,宁波,2018-02-05,-3,2,0,0
97,2,5,宁波,2018-02-06,-3,2,0,0
71,2,8,宁波,2018-02-07,-1,0,0,0
146,3,7,宁波,2018-02-08,0,2,0,3
95,2,12,宁波,2018-02-09,4,2,4,5
98,2,7,宁波,2018-02-10,1,2,5,4
71,2,9,宁波,2018-02-11,-1,2,0,0
74,2,10,宁波,2018-02-12,-2,2,0,0
54,2,13,宁波,2018-02-13,4,0,0,0
52,2,19,宁波,2018-02-14,7,2,0,3
61,2,13,宁波,2018-02-15,6,2,4,5
37,1,8,宁波,2018-02-16,4,2,5,4
53,2,13,宁波,2018-02-17,7,2,3,3
57,2,14,宁波,2018-02-18,9,2,5,5
31,1,12,宁波,2018-02-19,8,2,5,5
63,2,10,宁波,2018-02-20,7,2,5,5
43,1,8,宁波,2018-02-21,5,2,5,5
